Kingdom,Phylum,Class,Order,Family,Genus,Species
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca autumnalis
Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,Stylodrilus heringianus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannia,Thienemannia gracilis
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Lumbricillus,Lumbricillus rivalis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Neolimonia,Neolimonia dumetorum
Animalia,Arthropoda,Insecta,Lepidoptera,Scythrididae,Scythris,Scythris picaepennis
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria salina
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea limicola
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Leucozona,Leucozona lucorum
Animalia,Arthropoda,Insecta,Neuroptera,Osmylidae,Osmylus,Osmylus fulvicephalus
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia gracilis
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Dolichopus,Dolichopus griseipennis
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium kiritshenkoi
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Amarochara,Amarochara forticornis
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus rubiginosus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Bimastos,Bimastos eiseni
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopidia,Chrysopidia ciliata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypus,Tanypus vilipennis
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia paroniana
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus picipes
Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rustica
Animalia,Arthropoda,Collembola,Symphypleona,Dicyrtomidae,Dicyrtomina,Dicyrtomina ornata
Animalia,Arthropoda,Insecta,Neuroptera,Coniopterygidae,Coniopteryx,Coniopteryx tineiformis
Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Eudiaptomus,Eudiaptomus gracilis
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus bulbosus
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia scalaris
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phylus,Phylus melanocephalus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paranchus,Paranchus albipes
Animalia,Arthropoda,Insecta,Diptera,Dixidae,Dixella,Dixella martinii
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus atricillus
Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,Oedemera nobilis
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Pseudocollinella,Pseudocollinella humida
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Sturmia,Sturmia bella
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aloconota,Aloconota sulcifrons
Animalia,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina idrensis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Monopylephorus,Monopylephorus rubroniveus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Heterotanytarsus,Heterotanytarsus apicalis
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Colobaea,Colobaea bifasciella
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus flavicornis
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Badister,Badister bullatus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus flavus
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya tenuis
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris rhombana
Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella anomalella
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus bifidus
Animalia,Arthropoda,Collembola,Symphypleona,Katiannidae,Sminthurinus,Sminthurinus reticulatus
Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Lumbriculus,Lumbriculus variegatus II
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Tortrix,Tortrix viridana
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Culicoides festivipennis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius semiaeneus
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera mauritia
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,Palpomyia flavipes
Animalia,Arthropoda,Diplopoda,Chordeumatida,Chordeumatidae,Chordeuma,Chordeuma proximum
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia pallitibia
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Mocyta,Mocyta fungi
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia rondanii
Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Rhagio,Rhagio scolopaceus
Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Tatianaerhynchites,Tatianaerhynchites aequatus
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycomya,Mycomya tumida
Animalia,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia
Animalia,Mollusca,Gastropoda,Triganglionata,Valvatidae,Valvata,Valvata piscinalis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Rymosia,Rymosia spinipes
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia hederae
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Crumomyia,Crumomyia fimetaria
Animalia,Arthropoda,Chilopoda,Geophilomorpha,Geophilidae,Geophilus,Geophilus carpophagus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ocys,Ocys tachysoides
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Desoria,Desoria trispinata
Animalia,Annelida,Clitellata,Tubificida,Naididae,Branchiura,Branchiura sowerbyi
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sciaphilus,Sciaphilus asperatus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus multipunctatus
Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Palloptera,Palloptera anderssoni
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Capua,Capua vulgana
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,Cladotanytarsus pallidus
Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes frontalis
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus guttatus
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hyphydrus,Hyphydrus elegans
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,Limnophyes natalensis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum pullum
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Panimerus,Panimerus maynei
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,Corynoneura edwardsi
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus scutatus
Animalia,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Tischeria,Tischeria dodonaea
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia monilis
Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Herpetocypris,Herpetocypris reptans
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia lucifrons
Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Eucypris,Eucypris virens
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Anthomyia,Anthomyia pluvialis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachinus,Tachinus subterraneus
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus ignavus
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia polychaeta
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma pseudoexquisita
Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia werneri
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeon,Cloeon dipterum
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia pusilla
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus sp.
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Paragus,Paragus haemorrhous
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Brunia,Brunia antica
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,Oxypoda acuminata
Animalia,Arthropoda,Insecta,Diptera,Opomyzidae,Opomyza,Opomyza germinationis
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella nitidissima
Animalia,Arthropoda,Insecta,Coleoptera,Orsodacnidae,Orsodacne,Orsodacne cerasi
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,Marionina argentea CEC
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus nielseni
Animalia,Annelida,Clitellata,Tubificida,Naididae,Amphichaeta,Amphichaeta leydigi
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,Gonomyia recta
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Pales,Pales pavida
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Bradina,Bradina admixtalis
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Sapromyza,Sapromyza apicalis
Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Fabaeformiscandona,Fabaeformiscandona fragilis
Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Prosternon,Prosternon tessellatum
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Thaumatomyia,Thaumatomyia notata
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Cernosvitoviella,Cernosvitoviella minor
Animalia,Arthropoda,Collembola,Symphypleona,Sminthurididae,Sphaeridia,Sphaeridia pilosus
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Globulidrilus,Globulidrilus riparius CEA
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia healyae CEB
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Troilus,Troilus luridus
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Cognettia,Cognettia chalupskyi
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia,Thienemannimyia lentiginosa
Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubifex,Tubifex tubifex CEA
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Ribautiana,Ribautiana debilis
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,Pyrausta aurata
Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,Paracyclops poppei
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,Carpelimus elongatulus
Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella stagnalis
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Homoneura,Homoneura notata
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,Campaea margaritaria
Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Ornithomya,Ornithomya avicularia
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster
Animalia,Arthropoda,Insecta,Diptera,Trichoceridae,Trichocera,Trichocera hiemalis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum asoprimum
Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella perpygmaeella
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Medetera,Medetera jacula
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,Lucilia illustris
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Steromapedaliodes,Steromapedaliodes bordoni
Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Ephemera,Ephemera vulgata
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegomya,Pegomya testacea
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia rufiventris
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus annulator
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia bulboides
Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Coreus,Coreus marginatus
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia longicostalis
Animalia,Arthropoda,Insecta,Diptera,Empididae,Empis,Empis livida
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tachyporus,Tachyporus hypnorum
Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,Panorpa communis
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Centroptilum,Centroptilum luteolum
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Minettia,Minettia flaveola
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,Amphimallon solstitiale
Animalia,Arthropoda,Insecta,Blattodea,Blattellidae,Blattella,Blattella germanica
Animalia,Arthropoda,Collembola,Symphypleona,Sminthurididae,Sminthurides,Sminthurides aquaticus
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mormo,Mormo maura
Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Korscheltellus,Korscheltellus lupulina
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera squalida
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus discretus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Psylliodes,Psylliodes chrysocephalus
Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Spongilla,Spongilla lacustris
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Conchapelopia,Conchapelopia pallidula
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma trifasciata
Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Hesperocorixa,Hesperocorixa sahlbergi
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Palomena,Palomena prasina
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysoperla,Chrysoperla carnea
Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Phryganea,Phryganea grandis
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Mesenchytraeus,Mesenchytraeus armatus CEA
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Megalinus,Megalinus glabratus
Animalia,Arthropoda,Insecta,Raphidioptera,Raphidiidae,Xanthostigma,Xanthostigma xanthostigma
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Edwardsiana,Edwardsiana platanicola
Animalia,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Leydigia,Leydigia quadrangularis
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Thiotricha,Thiotricha subocellea
Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Scrobipalpa,Scrobipalpa samadensis
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Isotomurus,Isotomurus unifasciatus
Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Serratella,Serratella ignita
Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Boveycantharis,Boveycantharis dimidiatipes
Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Pyrochroa,Pyrochroa serraticornis
Animalia,Arthropoda,Insecta,Hemiptera,Micronectidae,Micronecta,Micronecta griseola
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Fagocyba,Fagocyba douglasi
Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Ischnomera,Ischnomera cyanea
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Syndemis,Syndemis musculana
Animalia,Annelida,Clitellata,Tubificida,Naididae,Dero,Dero digitata
Animalia,Arthropoda,Insecta,Diptera,Lonchopteridae,Lonchoptera,Lonchoptera nitidifrons
Animalia,Arthropoda,Collembola,Poduromorpha,Neanuridae,Anurida,Anurida granaria
Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,Epuraea aestiva
Animalia,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina longiseta CEA
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,Symplecta hybrida
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda grisescens
Animalia,Arthropoda,Chilopoda,Lithobiomorpha,Henicopidae,Lamyctes,Lamyctes emarginatus
Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Melieria,Melieria cana
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius lugens
Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Hemerobius,Hemerobius lutescens
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pammene,Pammene aurita
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Chaetopteryx,Chaetopteryx villosa
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia pretoriana
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Arthaldeus,Arthaldeus pascuellus
Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,Ochina,Ochina ptinoides
Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops ernesti
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Bezzia,Bezzia nobilis
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda minuta
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Smittia,Smittia leucopogon
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Isotomurus,Isotomurus palustris
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Micropsectra lindrothi
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hylemya,Hylemya nigrimana
Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,Heptagenia sulphurea
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia bipunctata
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cydalima,Cydalima perspectalis
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus lestagei
Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Odiellus,Odiellus spinosus
Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Elasmostethus,Elasmostethus interstinctus
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Anabolia,Anabolia nervosa
Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis pallida
Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Cyclocypris,Cyclocypris laevis
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena atomaria
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Chlorops,Chlorops pumilionis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Uncinais,Uncinais uncinata
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus jacobaeae
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegomya,Pegomya transversa
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Lumbricillus,Lumbricillus fennicus
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Mallochohelea,Mallochohelea nitida
Animalia,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila dorsalis
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina jenkinae
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Dolichopus,Dolichopus atratus
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophila unipunctata
Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,Nitokra hibernica
Animalia,Annelida,Clitellata,Tubificida,Naididae,Spirosperma,Spirosperma ferox
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eiseniella,Eiseniella tetraedra
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Exechiopsis,Exechiopsis pollicata
Animalia,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia,Limnesia undulata
Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ophonus,Ophonus rufibarbis
Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Cypria,Cypria ophtalmica
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus,Calathus melanocephalus
Animalia,Arthropoda,Insecta,Diptera,Empididae,Empis,Empis tessellata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus nippodorsalis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus cinereifrons
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philhygra,Philhygra palustris
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Ilione,Ilione albiseta
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dudua,Dudua aprobola
Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Cyphostethus,Cyphostethus tristriatus
Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Narycia,Narycia duplicella
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis intricaria
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gnypeta,Gnypeta carbonaria
Animalia,Arthropoda,Insecta,Psocodea,Mesopsocidae,Mesopsocus,Mesopsocus laticeps
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ourapteryx,Ourapteryx sambucaria
Animalia,Arthropoda,Insecta,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera scutellaris
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Pantilius,Pantilius tunicatus
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Sameodes,Sameodes cancellalis
Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Prionocypris,Prionocypris zenkeri
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia christeri
Animalia,Arthropoda,Insecta,Coleoptera,Cryptophagidae,Atomaria,Atomaria testacea
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais elinguis
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Greenomyia,Greenomyia mongolica
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Diaphorus,Diaphorus oculatus
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Buchholzia,Buchholzia appendiculata
Animalia,Arthropoda,Insecta,Diptera,Heleomyzidae,Suillia,Suillia fuscicornis
Animalia,Arthropoda,Insecta,Diptera,Platypezidae,Platypeza,Platypeza fasciata
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara apricaria
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Othius,Othius punctulatus
Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza,Liriomyza flaveola
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia amplana
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Morellia,Morellia simplex
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Liogluta,Liogluta longiuscula
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus dichaetus
Animalia,Arthropoda,Insecta,Lepidoptera,Argyresthiidae,Argyresthia,Argyresthia dilectella
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Globulidrilus,Globulidrilus riparius CEC
Animalia,Annelida,Clitellata,Tubificida,Naididae,Psammoryctides,Psammoryctides barbatus
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Psylliodes,Psylliodes affinis
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,Paratanytarsus lauterborni
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Stenophylax,Stenophylax permistus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Cionus,Cionus tuberculosus
Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Bryocamptus,Bryocamptus minutus
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles claviger
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Acidota,Acidota cruentata
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Athripsodes,Athripsodes cinereus
Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,Keratella cochlearis
Animalia,Rotifera,Monogononta,Ploima,Euchlanidae,Euchlanis,Euchlanis dilatata
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra viridissima
Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Polyarthra,Polyarthra dolichoptera
Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,Brachionus urceolaris
Animalia,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,Synchaeta oblonga
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Isotomurus,Isotomurus plumosus
Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus fossarum
Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Deroceras reticulatum
Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus
Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pulex
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra vulgaris
Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Brachionus diversicornis
Animalia,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,Limnodrilus hoffmeisteri VII
Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Mytilina,Mytilina mucronata
Animalia,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chaetogaster langi
Animalia,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina aequiseta CED
